"矢板鋼試験片実験データ No.03","NONAME03.REC"
"Shot","(Data Num)","Trig Date","Trig Time"
"CONT : 2min40.6s","3213","11-08-30","14:06:40"

"CH","Unit","Mode","Range","Comment","Scaling","Ratio","Offset","EU","Filter"
"CH1","8936 analog","","200mV","ch1 X軸","OFF","-","-","V","500Hz"
"CH2","8936 analog","","200mV","ch1 Y軸","OFF","-","-","V","500Hz"
"CH3","8936 analog","","200mV","ch2 X軸","OFF","-","-","V","500Hz"
"CH4","8936 analog","","200mV","ch2 Y軸","OFF","-","-","V","500Hz"
"CH5","8936 analog","","500mV","移動距離","OFF","-","-","V","5Hz"
"CH6","8936 analog","","500mV","マーカー","OFF","-","-","V","5Hz"


"Time[s]","CH1(Max)[V]","CH1(Min)[V]","CH2(Max)[V]","CH2(Min)[V]","CH3(Max)[V]","CH3(Min)[V]","CH4(Max)[V]","CH4(Min)[V]","CH5(Max)[V]","CH5(Min)[V]","CH6(Max)[V]","CH6(Min)[V]"
2.27500000e+001,-2.37500e-001,-2.55000e-001,-7.60000e-001,-7.70000e-001,-3.80000e-001,-3.85000e-001,-3.47500e-001,-3.55000e-001,+3.78750e+000,+3.78125e+000,+5.75000e-001,+6.25000e-003
2.28000000e+001,-2.57500e-001,-2.77500e-001,-7.42500e-001,-7.55000e-001,-3.82500e-001,-3.87500e-001,-3.37500e-001,-3.45000e-001,+3.78750e+000,+3.78125e+000,+6.43750e-001,+6.25000e-001
2.28500000e+001,-2.85000e-001,-3.05000e-001,-7.22500e-001,-7.42500e-001,-3.87500e-001,-3.92500e-001,-3.25000e-001,-3.37500e-001,+3.78750e+000,+3.77500e+000,+6.31250e-001,+5.87500e-001
2.29000000e+001,-3.10000e-001,-3.27500e-001,-7.05000e-001,-7.17500e-001,-3.92500e-001,-3.95000e-001,-3.12500e-001,-3.25000e-001,+3.78750e+000,+3.77500e+000,+4.00000e-001,+1.00000e-001
2.29500000e+001,-3.30000e-001,-3.45000e-001,-6.90000e-001,-7.05000e-001,-3.97500e-001,-4.00000e-001,-3.05000e-001,-3.12500e-001,+3.78125e+000,+3.78125e+000,+6.25000e-002,+1.87500e-002
2.30000000e+001,-3.45000e-001,-3.62500e-001,-6.72500e-001,-6.90000e-001,-3.97500e-001,-4.00000e-001,-2.95000e-001,-3.02500e-001,+3.78125e+000,+3.77500e+000,+1.87500e-002,+6.25000e-003
2.30500000e+001,-3.65000e-001,-3.85000e-001,-6.47500e-001,-6.65000e-001,-4.00000e-001,-4.05000e-001,-2.80000e-001,-2.90000e-001,+3.78125e+000,+3.77500e+000,+1.25000e-002,+6.25000e-003
2.31000000e+001,-3.95000e-001,-4.15000e-001,-6.25000e-001,-6.45000e-001,-4.02500e-001,-4.07500e-001,-2.65000e-001,-2.77500e-001,+3.78125e+000,+3.77500e+000,+1.25000e-002,+6.25000e-003
2.31500000e+001,-4.22500e-001,-4.40000e-001,-6.00000e-001,-6.20000e-001,-4.05000e-001,-4.10000e-001,-2.55000e-001,-2.65000e-001,+3.77500e+000,+3.76875e+000,+1.25000e-002,+6.25000e-003
2.32000000e+001,-4.42500e-001,-4.57500e-001,-5.82500e-001,-6.00000e-001,-4.07500e-001,-4.12500e-001,-2.45000e-001,-2.52500e-001,+3.77500e+000,+3.76875e+000,+1.25000e-002,+6.25000e-003
2.32500000e+001,-4.62500e-001,-4.72500e-001,-5.70000e-001,-5.80000e-001,-4.10000e-001,-4.15000e-001,-2.35000e-001,-2.42500e-001,+3.77500e+000,+3.76875e+000,+1.25000e-002,+6.25000e-003
2.33000000e+001,-4.72500e-001,-4.90000e-001,-5.55000e-001,-5.67500e-001,-4.10000e-001,-4.12500e-001,-2.27500e-001,-2.32500e-001,+3.77500e+000,+3.76875e+000,+1.25000e-002,+6.25000e-003
2.33500000e+001,-4.90000e-001,-5.05000e-001,-5.32500e-001,-5.52500e-001,-4.12500e-001,-4.15000e-001,-2.20000e-001,-2.25000e-001,+3.77500e+000,+3.76875e+000,+1.25000e-002,+0.00000e+000
2.34000000e+001,-5.07500e-001,-5.27500e-001,-5.07500e-001,-5.27500e-001,-4.12500e-001,-4.17500e-001,-2.02500e-001,-2.12500e-001,+3.77500e+000,+3.76250e+000,+1.25000e-002,+6.25000e-003
2.34500000e+001,-5.30000e-001,-5.50000e-001,-4.77500e-001,-5.02500e-001,-4.15000e-001,-4.17500e-001,-1.85000e-001,-1.97500e-001,+3.76875e+000,+3.76875e+000,+1.25000e-002,+6.25000e-003
2.35000000e+001,-5.55000e-001,-5.70000e-001,-4.52500e-001,-4.67500e-001,-4.12500e-001,-4.17500e-001,-1.70000e-001,-1.82500e-001,+3.76875e+000,+3.76250e+000,+1.25000e-002,+6.25000e-003
2.35500000e+001,-5.70000e-001,-5.80000e-001,-4.30000e-001,-4.47500e-001,-4.12500e-001,-4.17500e-001,-1.62500e-001,-1.65000e-001,+3.76875e+000,+3.76250e+000,+1.25000e-002,+6.25000e-003
2.36000000e+001,-5.80000e-001,-5.85000e-001,-4.17500e-001,-4.27500e-001,-4.12500e-001,-4.17500e-001,-1.55000e-001,-1.60000e-001,+3.76875e+000,+3.75625e+000,+1.25000e-002,+6.25000e-003
2.36500000e+001,-5.85000e-001,-5.90000e-001,-4.12500e-001,-4.17500e-001,-4.12500e-001,-4.12500e-001,-1.47500e-001,-1.52500e-001,+3.76875e+000,+3.76250e+000,+1.25000e-002,+6.25000e-003
2.37000000e+001,-5.92500e-001,-5.97500e-001,-4.00000e-001,-4.10000e-001,-4.10000e-001,-4.15000e-001,-1.40000e-001,-1.47500e-001,+3.76250e+000,+3.75625e+000,+1.25000e-002,+6.25000e-003
2.37500000e+001,-5.97500e-001,-6.05000e-001,-3.85000e-001,-4.00000e-001,-4.10000e-001,-4.12500e-001,-1.30000e-001,-1.40000e-001,+3.76250e+000,+3.75625e+000,+1.25000e-002,+6.25000e-003
2.38000000e+001,-6.05000e-001,-6.12500e-001,-3.65000e-001,-3.80000e-001,-4.07500e-001,-4.10000e-001,-1.22500e-001,-1.30000e-001,+3.76875e+000,+3.76250e+000,+1.25000e-002,+6.25000e-003
2.38500000e+001,-6.17500e-001,-6.22500e-001,-3.42500e-001,-3.60000e-001,-4.02500e-001,-4.07500e-001,-1.10000e-001,-1.20000e-001,+3.76250e+000,+3.75625e+000,+1.25000e-002,+6.25000e-003
2.39000000e+001,-6.25000e-001,-6.30000e-001,-3.25000e-001,-3.37500e-001,-3.97500e-001,-4.05000e-001,-1.02500e-001,-1.05000e-001,+3.76250e+000,+3.75000e+000,+1.25000e-002,+0.00000e+000
2.39500000e+001,-6.32500e-001,-6.37500e-001,-3.07500e-001,-3.17500e-001,-3.95000e-001,-3.97500e-001,-9.25000e-002,-1.00000e-001,+3.76250e+000,+3.75625e+000,+1.25000e-002,+6.25000e-003
2.40000000e+001,-6.35000e-001,-6.40000e-001,-2.90000e-001,-3.02500e-001,-3.90000e-001,-3.95000e-001,-8.50000e-002,-9.25000e-002,+3.75625e+000,+3.75000e+000,+6.25000e-003,+6.25000e-003
2.40500000e+001,-6.37500e-001,-6.40000e-001,-2.80000e-001,-2.87500e-001,-3.87500e-001,-3.90000e-001,-8.25000e-002,-8.75000e-002,+3.75625e+000,+3.75000e+000,+6.25000e-003,+6.25000e-003
2.41000000e+001,-6.40000e-001,-6.42500e-001,-2.72500e-001,-2.77500e-001,-3.87500e-001,-3.90000e-001,-8.00000e-002,-8.25000e-002,+3.75625e+000,+3.75000e+000,+1.25000e-002,+6.25000e-003
2.41500000e+001,-6.42500e-001,-6.47500e-001,-2.57500e-001,-2.67500e-001,-3.82500e-001,-3.85000e-001,-7.00000e-002,-7.75000e-002,+3.75625e+000,+3.75000e+000,+1.25000e-002,+6.25000e-003
2.42000000e+001,-6.42500e-001,-6.45000e-001,-2.42500e-001,-2.57500e-001,-3.75000e-001,-3.80000e-001,-6.00000e-002,-7.00000e-002,+3.75625e+000,+3.75000e+000,+1.25000e-002,+6.25000e-003
2.42500000e+001,-6.42500e-001,-6.47500e-001,-2.25000e-001,-2.37500e-001,-3.67500e-001,-3.75000e-001,-5.75000e-002,-6.25000e-002,+3.75000e+000,+3.74375e+000,+1.25000e-002,+6.25000e-003
2.43000000e+001,-6.40000e-001,-6.45000e-001,-2.10000e-001,-2.20000e-001,-3.57500e-001,-3.62500e-001,-5.25000e-002,-5.50000e-002,+3.75000e+000,+3.74375e+000,+1.25000e-002,+0.00000e+000
2.43500000e+001,-6.37500e-001,-6.40000e-001,-2.00000e-001,-2.07500e-001,-3.50000e-001,-3.55000e-001,-4.50000e-002,-5.00000e-002,+3.75000e+000,+3.74375e+000,+1.25000e-002,+6.25000e-003
2.44000000e+001,-6.37500e-001,-6.40000e-001,-1.92500e-001,-1.97500e-001,-3.45000e-001,-3.50000e-001,-4.25000e-002,-4.50000e-002,+3.75000e+000,+3.74375e+000,+6.25000e-003,+6.25000e-003
2.44500000e+001,-6.32500e-001,-6.37500e-001,-1.90000e-001,-1.92500e-001,-3.40000e-001,-3.45000e-001,-4.00000e-002,-4.50000e-002,+3.75000e+000,+3.74375e+000,+1.25000e-002,+6.25000e-003
2.45000000e+001,-6.32500e-001,-6.35000e-001,-1.77500e-001,-1.85000e-001,-3.32500e-001,-3.37500e-001,-3.75000e-002,-4.00000e-002,+3.75000e+000,+3.74375e+000,+1.25000e-002,+6.25000e-003
2.45500000e+001,-6.25000e-001,-6.32500e-001,-1.67500e-001,-1.77500e-001,-3.27500e-001,-3.30000e-001,-3.00000e-002,-3.50000e-002,+3.74375e+000,+3.73750e+000,+1.25000e-002,+6.25000e-003
2.46000000e+001,-6.20000e-001,-6.25000e-001,-1.57500e-001,-1.67500e-001,-3.20000e-001,-3.27500e-001,-2.75000e-002,-3.25000e-002,+3.74375e+000,+3.73750e+000,+1.87500e-002,+0.00000e+000
2.46500000e+001,-6.15000e-001,-6.20000e-001,-1.52500e-001,-1.60000e-001,-3.12500e-001,-3.20000e-001,-2.25000e-002,-2.75000e-002,+3.74375e+000,+3.73750e+000,+1.25000e-002,+6.25000e-003
2.47000000e+001,-6.15000e-001,-6.15000e-001,-1.47500e-001,-1.52500e-001,-3.12500e-001,-3.17500e-001,-1.75000e-002,-2.25000e-002,+3.74375e+000,+3.73750e+000,+1.25000e-002,+0.00000e+000
2.47500000e+001,-6.10000e-001,-6.12500e-001,-1.42500e-001,-1.47500e-001,-3.07500e-001,-3.12500e-001,-1.50000e-002,-2.00000e-002,+3.74375e+000,+3.73750e+000,+1.25000e-002,+6.25000e-003
2.48000000e+001,-6.05000e-001,-6.07500e-001,-1.37500e-001,-1.42500e-001,-3.02500e-001,-3.07500e-001,-1.25000e-002,-1.75000e-002,+3.74375e+000,+3.73750e+000,+1.25000e-002,+0.00000e+000
2.48500000e+001,-5.95000e-001,-6.02500e-001,-1.27500e-001,-1.35000e-001,-2.95000e-001,-3.00000e-001,-1.00000e-002,-1.25000e-002,+3.74375e+000,+3.73750e+000,+1.25000e-002,+6.25000e-003
2.49000000e+001,-5.85000e-001,-5.95000e-001,-1.22500e-001,-1.27500e-001,-2.82500e-001,-2.90000e-001,-5.00000e-003,-1.00000e-002,+3.74375e+000,+3.73125e+000,+6.25000e-003,+6.25000e-003
2.49500000e+001,-5.77500e-001,-5.85000e-001,-1.12500e-001,-1.17500e-001,-2.72500e-001,-2.85000e-001,-5.00000e-003,-7.50000e-003,+3.73750e+000,+3.73750e+000,+1.25000e-002,+6.25000e-003
2.50000000e+001,-5.70000e-001,-5.75000e-001,-1.02500e-001,-1.10000e-001,-2.65000e-001,-2.72500e-001,+2.50000e-003,-2.50000e-003,+3.73750e+000,+3.73125e+000,+1.25000e-002,+0.00000e+000
2.50500000e+001,-5.65000e-001,-5.67500e-001,-1.00000e-001,-1.05000e-001,-2.57500e-001,-2.65000e-001,+5.00000e-003,+0.00000e+000,+3.73750e+000,+3.73125e+000,+1.25000e-002,+6.25000e-003
2.51000000e+001,-5.52500e-001,-5.60000e-001,-9.25000e-002,-9.75000e-002,-2.52500e-001,-2.57500e-001,+1.00000e-002,+5.00000e-003,+3.73750e+000,+3.73125e+000,+1.25000e-002,+0.00000e+000
2.51500000e+001,-5.45000e-001,-5.50000e-001,-8.75000e-002,-9.00000e-002,-2.42500e-001,-2.50000e-001,+1.25000e-002,+5.00000e-003,+3.73125e+000,+3.72500e+000,+1.25000e-002,+6.25000e-003
2.52000000e+001,-5.35000e-001,-5.42500e-001,-8.25000e-002,-8.75000e-002,-2.37500e-001,-2.45000e-001,+1.25000e-002,+1.00000e-002,+3.73125e+000,+3.73125e+000,+6.25000e-003,+6.25000e-003
2.52500000e+001,-5.25000e-001,-5.35000e-001,-7.50000e-002,-8.25000e-002,-2.27500e-001,-2.35000e-001,+1.50000e-002,+7.50000e-003,+3.73125e+000,+3.72500e+000,+1.25000e-002,+0.00000e+000
2.53000000e+001,-5.17500e-001,-5.22500e-001,-7.00000e-002,-7.75000e-002,-2.20000e-001,-2.27500e-001,+2.00000e-002,+1.50000e-002,+3.73125e+000,+3.71875e+000,+1.25000e-002,+0.00000e+000
2.53500000e+001,-5.05000e-001,-5.15000e-001,-6.50000e-002,-7.00000e-002,-2.15000e-001,-2.20000e-001,+2.00000e-002,+1.75000e-002,+3.73125e+000,+3.72500e+000,+1.25000e-002,+0.00000e+000
2.54000000e+001,-5.00000e-001,-5.02500e-001,-6.00000e-002,-6.25000e-002,-2.07500e-001,-2.12500e-001,+2.50000e-002,+2.25000e-002,+3.72500e+000,+3.71875e+000,+1.25000e-002,+6.25000e-003
2.54500000e+001,-4.85000e-001,-4.92500e-001,-5.25000e-002,-6.25000e-002,-2.00000e-001,-2.05000e-001,+2.75000e-002,+2.00000e-002,+3.73125e+000,+3.71875e+000,+1.25000e-002,+6.25000e-003
2.55000000e+001,-4.72500e-001,-4.82500e-001,-5.25000e-002,-5.75000e-002,-1.92500e-001,-2.02500e-001,+3.00000e-002,+2.50000e-002,+3.72500e+000,+3.71875e+000,+1.25000e-002,+6.25000e-003
2.55500000e+001,-4.62500e-001,-4.72500e-001,-4.75000e-002,-5.25000e-002,-1.87500e-001,-1.90000e-001,+3.00000e-002,+2.75000e-002,+3.72500e+000,+3.71875e+000,+1.25000e-002,+6.25000e-003
2.56000000e+001,-4.52500e-001,-4.60000e-001,-4.50000e-002,-5.00000e-002,-1.80000e-001,-1.87500e-001,+3.25000e-002,+2.75000e-002,+3.72500e+000,+3.71875e+000,+1.25000e-002,+6.25000e-003
2.56500000e+001,-4.42500e-001,-4.50000e-001,-4.25000e-002,-4.50000e-002,-1.72500e-001,-1.80000e-001,+3.25000e-002,+2.75000e-002,+3.72500e+000,+3.71875e+000,+1.25000e-002,+6.25000e-003
2.57000000e+001,-4.25000e-001,-4.42500e-001,-4.00000e-002,-4.50000e-002,-1.65000e-001,-1.72500e-001,+3.25000e-002,+3.00000e-002,+3.71875e+000,+3.71875e+000,+1.25000e-002,+6.25000e-003
2.57500000e+001,-4.07500e-001,-4.22500e-001,-3.50000e-002,-4.00000e-002,-1.57500e-001,-1.65000e-001,+3.50000e-002,+3.00000e-002,+3.71875e+000,+3.71250e+000,+1.25000e-002,+6.25000e-003
2.58000000e+001,-3.92500e-001,-4.05000e-001,-3.00000e-002,-3.50000e-002,-1.42500e-001,-1.55000e-001,+3.25000e-002,+3.25000e-002,+3.71875e+000,+3.71250e+000,+1.25000e-002,+6.25000e-003
2.58500000e+001,-3.75000e-001,-3.90000e-001,-2.50000e-002,-3.00000e-002,-1.32500e-001,-1.40000e-001,+3.25000e-002,+2.75000e-002,+3.71875e+000,+3.70625e+000,+1.25000e-002,+6.25000e-003
2.59000000e+001,-3.62500e-001,-3.72500e-001,-2.00000e-002,-2.75000e-002,-1.27500e-001,-1.30000e-001,+3.00000e-002,+2.75000e-002,+3.71250e+000,+3.70625e+000,+6.25000e-003,+0.00000e+000
2.59500000e+001,-3.52500e-001,-3.60000e-001,-1.75000e-002,-2.50000e-002,-1.20000e-001,-1.27500e-001,+2.50000e-002,+2.25000e-002,+3.71250e+000,+3.70625e+000,+1.25000e-002,+6.25000e-003
2.60000000e+001,-3.47500e-001,-3.52500e-001,-2.00000e-002,-2.25000e-002,-1.20000e-001,-1.22500e-001,+2.50000e-002,+2.25000e-002,+3.71250e+000,+3.70625e+000,+1.25000e-002,+6.25000e-003
2.60500000e+001,-3.42500e-001,-3.50000e-001,-2.00000e-002,-2.25000e-002,-1.20000e-001,-1.20000e-001,+2.25000e-002,+2.00000e-002,+3.70625e+000,+3.70625e+000,+1.25000e-002,+6.25000e-003
2.61000000e+001,-3.40000e-001,-3.47500e-001,-2.00000e-002,-2.25000e-002,-1.15000e-001,-1.20000e-001,+2.50000e-002,+1.75000e-002,+3.70625e+000,+3.70625e+000,+1.25000e-002,+0.00000e+000
2.61500000e+001,-3.27500e-001,-3.37500e-001,-1.75000e-002,-2.25000e-002,-1.12500e-001,-1.15000e-001,+2.25000e-002,+2.00000e-002,+3.70625e+000,+3.70625e+000,+1.25000e-002,+6.25000e-003
2.62000000e+001,-3.17500e-001,-3.25000e-001,-1.25000e-002,-1.75000e-002,-1.07500e-001,-1.12500e-001,+2.50000e-002,+2.25000e-002,+3.70625e+000,+3.70000e+000,+1.25000e-002,+6.25000e-003
2.62500000e+001,-3.05000e-001,-3.17500e-001,-1.00000e-002,-1.25000e-002,-1.00000e-001,-1.05000e-001,+2.50000e-002,+2.00000e-002,+3.70625e+000,+3.70000e+000,+1.25000e-002,+6.25000e-003
2.63000000e+001,-3.00000e-001,-3.07500e-001,-1.00000e-002,-1.00000e-002,-9.75000e-002,-1.00000e-001,+2.50000e-002,+2.25000e-002,+3.70625e+000,+3.70000e+000,+1.25000e-002,+6.25000e-003
2.63500000e+001,-2.92500e-001,-2.97500e-001,-5.00000e-003,-1.25000e-002,-9.50000e-002,-9.75000e-002,+2.75000e-002,+2.50000e-002,+3.70000e+000,+3.69375e+000,+1.25000e-002,+0.00000e+000
2.64000000e+001,-2.87500e-001,-2.95000e-001,-5.00000e-003,-1.00000e-002,-9.25000e-002,-9.50000e-002,+3.00000e-002,+2.50000e-002,+3.70625e+000,+3.70000e+000,+1.25000e-002,+0.00000e+000
2.64500000e+001,-2.82500e-001,-2.85000e-001,-5.00000e-003,-7.50000e-003,-8.75000e-002,-9.25000e-002,+3.00000e-002,+2.50000e-002,+3.70000e+000,+3.69375e+000,+1.25000e-002,+6.25000e-003
2.65000000e+001,-2.75000e-001,-2.85000e-001,-2.50000e-003,-7.50000e-003,-8.75000e-002,-9.00000e-002,+2.75000e-002,+2.50000e-002,+3.70000e+000,+3.68750e+000,+1.25000e-002,+0.00000e+000
2.65500000e+001,-2.70000e-001,-2.75000e-001,+0.00000e+000,-5.00000e-003,-8.25000e-002,-8.50000e-002,+3.00000e-002,+2.75000e-002,+3.69375e+000,+3.68750e+000,+1.25000e-002,+6.25000e-003
2.66000000e+001,-2.62500e-001,-2.70000e-001,+0.00000e+000,-5.00000e-003,-7.50000e-002,-8.00000e-002,+3.25000e-002,+2.75000e-002,+3.70000e+000,+3.68750e+000,+6.25000e-003,+6.25000e-003
2.66500000e+001,-2.52500e-001,-2.60000e-001,+0.00000e+000,-2.50000e-003,-7.50000e-002,-8.00000e-002,+3.00000e-002,+2.75000e-002,+3.69375e+000,+3.68750e+000,+1.25000e-002,+6.25000e-003
2.67000000e+001,-2.42500e-001,-2.50000e-001,+2.50000e-003,+2.50000e-003,-7.00000e-002,-7.50000e-002,+3.25000e-002,+3.00000e-002,+3.69375e+000,+3.68750e+000,+6.25000e-003,+6.25000e-003
2.67500000e+001,-2.32500e-001,-2.40000e-001,+5.00000e-003,+0.00000e+000,-6.75000e-002,-7.00000e-002,+3.25000e-002,+3.00000e-002,+3.69375e+000,+3.68125e+000,+1.25000e-002,+6.25000e-003
2.68000000e+001,-2.22500e-001,-2.32500e-001,+5.00000e-003,+0.00000e+000,-6.25000e-002,-6.75000e-002,+3.25000e-002,+3.00000e-002,+3.68750e+000,+3.68750e+000,+1.25000e-002,+0.00000e+000
2.68500000e+001,-2.15000e-001,-2.22500e-001,+1.00000e-002,+2.50000e-003,-6.25000e-002,-6.50000e-002,+3.00000e-002,+2.75000e-002,+3.68750e+000,+3.68125e+000,+6.25000e-003,+6.25000e-003
2.69000000e+001,-2.07500e-001,-2.15000e-001,+7.50000e-003,+5.00000e-003,-5.75000e-002,-6.25000e-002,+3.25000e-002,+2.75000e-002,+3.68750e+000,+3.68125e+000,+1.25000e-002,+6.25000e-003
2.69500000e+001,-2.05000e-001,-2.10000e-001,+7.50000e-003,+5.00000e-003,-5.50000e-002,-6.00000e-002,+2.75000e-002,+2.50000e-002,+3.68750e+000,+3.68125e+000,+1.25000e-002,+6.25000e-003
2.70000000e+001,-2.02500e-001,-2.05000e-001,+1.00000e-002,+5.00000e-003,-5.25000e-002,-5.50000e-002,+2.75000e-002,+2.25000e-002,+3.68125e+000,+3.67500e+000,+1.25000e-002,+6.25000e-003
2.70500000e+001,-1.92500e-001,-1.97500e-001,+1.00000e-002,+7.50000e-003,-5.50000e-002,-5.50000e-002,+2.75000e-002,+2.25000e-002,+3.68125e+000,+3.67500e+000,+1.25000e-002,+0.00000e+000
2.71000000e+001,-1.90000e-001,-1.92500e-001,+1.00000e-002,+5.00000e-003,-5.00000e-002,-5.50000e-002,+2.50000e-002,+2.25000e-002,+3.68125e+000,+3.67500e+000,+1.25000e-002,+0.00000e+000
2.71500000e+001,-1.85000e-001,-1.92500e-001,+1.00000e-002,+7.50000e-003,-4.75000e-002,-5.25000e-002,+2.25000e-002,+1.75000e-002,+3.68125e+000,+3.67500e+000,+1.25000e-002,+6.25000e-003
2.72000000e+001,-1.80000e-001,-1.85000e-001,+1.00000e-002,+7.50000e-003,-4.75000e-002,-5.00000e-002,+1.50000e-002,+1.25000e-002,+3.67500e+000,+3.66875e+000,+1.25000e-002,+6.25000e-003
2.72500000e+001,-1.72500e-001,-1.82500e-001,+1.00000e-002,+5.00000e-003,-4.50000e-002,-5.25000e-002,+1.75000e-002,+1.00000e-002,+3.68125e+000,+3.67500e+000,+1.25000e-002,+6.25000e-003
2.73000000e+001,-1.72500e-001,-1.77500e-001,+7.50000e-003,+5.00000e-003,-4.25000e-002,-4.75000e-002,+1.25000e-002,+7.50000e-003,+3.67500e+000,+3.66875e+000,+1.25000e-002,+6.25000e-003
2.73500000e+001,-1.70000e-001,-1.75000e-001,+1.00000e-002,+7.50000e-003,-4.00000e-002,-4.50000e-002,+1.25000e-002,+1.25000e-002,+3.67500e+000,+3.66875e+000,+1.25000e-002,+6.25000e-003
2.74000000e+001,-1.67500e-001,-1.70000e-001,+1.00000e-002,+5.00000e-003,-4.25000e-002,-4.50000e-002,+1.25000e-002,+1.25000e-002,+3.67500e+000,+3.67500e+000,+1.25000e-002,+0.00000e+000
2.74500000e+001,-1.67500e-001,-1.72500e-001,+1.00000e-002,+5.00000e-003,-3.75000e-002,-4.50000e-002,+1.25000e-002,+7.50000e-003,+3.67500e+000,+3.66875e+000,+1.25000e-002,+6.25000e-003
2.75000000e+001,-1.67500e-001,-1.70000e-001,+7.50000e-003,+5.00000e-003,-4.00000e-002,-4.25000e-002,+1.25000e-002,+7.50000e-003,+3.68125e+000,+3.66875e+000,+6.25000e-003,+6.25000e-003
2.75500000e+001,-1.67500e-001,-1.67500e-001,+7.50000e-003,+5.00000e-003,-3.75000e-002,-4.25000e-002,+1.00000e-002,+1.00000e-002,+3.67500e+000,+3.66875e+000,+1.25000e-002,+6.25000e-003
2.76000000e+001,-1.60000e-001,-1.70000e-001,+7.50000e-003,+5.00000e-003,-3.75000e-002,-4.00000e-002,+1.25000e-002,+1.00000e-002,+3.67500e+000,+3.66250e+000,+1.25000e-002,+6.25000e-003
2.76500000e+001,-1.60000e-001,-1.62500e-001,+7.50000e-003,+5.00000e-003,-3.75000e-002,-4.00000e-002,+1.25000e-002,+7.50000e-003,+3.66875e+000,+3.66875e+000,+1.25000e-002,+6.25000e-003
2.77000000e+001,-1.57500e-001,-1.60000e-001,+7.50000e-003,+7.50000e-003,-3.50000e-002,-4.00000e-002,+1.25000e-002,+7.50000e-003,+3.66875e+000,+3.66875e+000,+1.25000e-002,+0.00000e+000
2.77500000e+001,-1.52500e-001,-1.57500e-001,+1.00000e-002,+7.50000e-003,-3.50000e-002,-4.00000e-002,+1.00000e-002,+7.50000e-003,+3.66875e+000,+3.66250e+000,+1.25000e-002,+6.25000e-003
2.78000000e+001,-1.50000e-001,-1.57500e-001,+7.50000e-003,+7.50000e-003,-3.50000e-002,-3.75000e-002,+1.25000e-002,+7.50000e-003,+3.67500e+000,+3.66250e+000,+1.25000e-002,+6.25000e-003
2.78500000e+001,-1.45000e-001,-1.52500e-001,+7.50000e-003,+5.00000e-003,-3.50000e-002,-4.00000e-002,+1.25000e-002,+1.00000e-002,+3.66875e+000,+3.66250e+000,+1.25000e-002,+0.00000e+000
2.79000000e+001,-1.45000e-001,-1.50000e-001,+7.50000e-003,+5.00000e-003,-3.50000e-002,-4.00000e-002,+1.50000e-002,+1.00000e-002,+3.66875e+000,+3.65625e+000,+1.25000e-002,+6.25000e-003
2.79500000e+001,-1.40000e-001,-1.47500e-001,+7.50000e-003,+2.50000e-003,-3.50000e-002,-3.75000e-002,+1.50000e-002,+1.00000e-002,+3.66875e+000,+3.66250e+000,+1.25000e-002,+6.25000e-003
2.80000000e+001,-1.37500e-001,-1.40000e-001,+5.00000e-003,+5.00000e-003,-3.50000e-002,-3.75000e-002,+1.50000e-002,+1.00000e-002,+3.66875e+000,+3.66250e+000,+6.25000e-003,+0.00000e+000
2.80500000e+001,-1.35000e-001,-1.40000e-001,+1.25000e-002,+5.00000e-003,-3.00000e-002,-3.75000e-002,+1.25000e-002,+1.00000e-002,+3.66250e+000,+3.65625e+000,+1.25000e-002,+6.25000e-003
2.81000000e+001,-1.32500e-001,-1.35000e-001,+7.50000e-003,+5.00000e-003,-3.00000e-002,-3.50000e-002,+1.50000e-002,+1.00000e-002,+3.66250e+000,+3.65625e+000,+1.25000e-002,+6.25000e-003
2.81500000e+001,-1.30000e-001,-1.35000e-001,+7.50000e-003,+2.50000e-003,-3.00000e-002,-3.25000e-002,+1.50000e-002,+1.25000e-002,+3.66250e+000,+3.65625e+000,+1.25000e-002,+6.25000e-003
2.82000000e+001,-1.32500e-001,-1.35000e-001,+7.50000e-003,+2.50000e-003,-3.00000e-002,-3.25000e-002,+1.50000e-002,+1.00000e-002,+3.66250e+000,+3.65625e+000,+1.25000e-002,+6.25000e-003
2.82500000e+001,-1.27500e-001,-1.32500e-001,+7.50000e-003,+5.00000e-003,-3.00000e-002,-3.50000e-002,+1.25000e-002,+1.00000e-002,+3.66250e+000,+3.65625e+000,+1.25000e-002,+0.00000e+000
2.83000000e+001,-1.25000e-001,-1.27500e-001,+7.50000e-003,+5.00000e-003,-3.00000e-002,-3.25000e-002,+1.50000e-002,+5.00000e-003,+3.66250e+000,+3.65625e+000,+1.25000e-002,+6.25000e-003
2.83500000e+001,-1.20000e-001,-1.22500e-001,+1.00000e-002,+5.00000e-003,-2.75000e-002,-3.00000e-002,+1.25000e-002,+1.00000e-002,+3.66250e+000,+3.65000e+000,+1.25000e-002,+0.00000e+000
2.84000000e+001,-1.15000e-001,-1.20000e-001,+1.00000e-002,+7.50000e-003,-2.75000e-002,-3.00000e-002,+1.00000e-002,+1.00000e-002,+3.65625e+000,+3.65625e+000,+1.25000e-002,+6.25000e-003
2.84500000e+001,-1.12500e-001,-1.15000e-001,+1.00000e-002,+7.50000e-003,-2.50000e-002,-2.50000e-002,+1.25000e-002,+5.00000e-003,+3.65625e+000,+3.64375e+000,+6.25000e-003,+6.25000e-003
